Legacy_Customer_ID,Age,Employment_Type,Education_Level,Annual_Income($),Credit_Score,Region,Account_Type,Customer_Feedback,CLV_Score,Complaint_Count,Contact_Preference,Subscription_Tier,Target
nan,35.0,Unemployed,nan,78529.08,760.1974070986274,Midwest,Joint,Product grade beat anticipations,16.2,1,Email,Basic,1
nan,28.0,Self-Employed,,148081.88,627.7497468033818,Southwest,Savings,Delivery was postponed by 3 days,47.9,1,Email,Basic,0
nan,61.0,Self-Employed,High School,8411.9,,West Coast,Joint,Loyalty program advantages are profitable,20.0,1,Text,Enterprise,0
nan,35.0,Self-Employed,High School,105416.1,,Midwest,Joint,Highly recommend this service,29.7,1,Email,Basic,1
nan,50.0,Salaried,Bachelor,33175.34,737.9950278839126,Northeast,Checking,Billing difficulties caused frustration,25.7,1,Email,Basic,0
nan,35.0,Unemployed,Bachelor,11122.18,623.5245155229164,Northeast,Savings,Loyalty program perks are worthwhile,17.7,2,Email,Premium,0
ID_XXXX,28.0,Unemployed,Associate,67056.22,660.0647884161025,Midwest,Savings,Delivery was held up by 3 days,12.3,0,App,Basic,0
nan,,nan,Bachelor,21804.4,743.4351483624705,West Coast,Joint,Excellent customer service experience,19.9,0,Email,Basic,1
ID_XXXX,35.0,Self-Employed,High School,146403.38,684.954590830861,Northeast,Savings,Delivery was pushed back by 3 days,8.7,0,Email,Premium,1
nan,50.0,Freelancer,High School,3726.67,678.0018564813901,Southwest,Savings,Highly recommend this service,15.0,0,Email,Premium,0
nan,50.0,Salaried,Bachelor,8828.51,,West Coast,Joint,Billing challenges caused frustration,69.3,1,Text,Basic,0
nan,42.0,Freelancer,High School,62563.96,830.5479605636438,West Coast,Joint,Return process was convoluted,47.6,0,Email,Basic,1
nan,,Freelancer,PhD,75566.74,,Midwest,Savings,Website UI/UX needs improvement,20.3,0,Phone,Premium,0
nan,50.0,nan,,111257.66,665.4059714132468,Southwest,Checking,Billing problems caused frustration requiring immediate attention,19.4,0,Phone,Premium,1
nan,42.0,Unemployed,Bachelor,25509.06,808.175966640885,West Coast,Joint,Product caliber transcended forecasts,39.1,0,Email,Premium,1
nan,61.0,nan,Associate,156709.82,641.9283870175809,Midwest,Savings,Highly recommend this service to colleagues,63.0,2,Text,Basic,1
nan,28.0,Unemployed,Associate,260154.47,704.7754272962337,Southwest,Joint,Billing difficulties caused frustration,14.8,2,Email,Premium,0
nan,42.0,Unemployed,Master,58754.35,722.7388883493686,West Coast,Savings,Delivery was deferred by 3 days,47.3,1,App,Premium,0
nan,,Salaried,Associate,121493.29,816.2018921919374,Northeast,Savings,Billing problems caused frustration requiring immediate attention,7.3,1,Phone,Basic,0
nan,50.0,Unemployed,Master,63250.31,765.6329568775863,Southwest,Checking,Loyalty program privileges are profitable,11.8,1,Text,Enterprise,1
nan,61.0,Freelancer,Bachelor,6119.81,696.812115260024,West Coast,Joint,Loyalty program privileges are worthwhile,15.7,2,Email,Basic,1
nan,50.0,Salaried,Bachelor,33548.7,672.7521864610126,Southwest,Checking,Technical support was delayed affecting my schedule,66.0,0,Email,Basic,0
nan,61.0,Salaried,Master,7781.97,770.1096326901627,Northeast,Joint,Loyalty program privileges are worthwhile,33.4,1,Email,Basic,0
nan,,Freelancer,Bachelor,382409.12,693.3320521389822,West Coast,Checking,Technical support was negligent,38.4,0,Phone,Premium,1
nan,35.0,Salaried,Bachelor,22108.54,730.8370043932488,Northeast,Joint,Loyalty program privileges are worthwhile,54.7,0,Email,Basic,1
nan,28.0,Self-Employed,Master,85877.87,651.5111755370442,Midwest,Checking,Product caliber transcended forecasts,16.8,0,App,Basic,1
nan,42.0,Freelancer,nan,28437.36,748.46289276121,Midwest,Checking,Loyalty program perks are worthwhile,29.0,0,Phone,Premium,0
nan,50.0,nan,Associate,90026.93,744.4347572873739,West Coast,Joint,Loyalty program incentives are advantageous,21.9,0,Text,Premium,0
nan,35.0,Unemployed,Bachelor,20079.63,657.9189969170914,West Coast,Checking,Delivery was postponed by 3 days,,3,Phone,Basic,1
nan,28.0,Self-Employed,High School,130761.8,771.581155643582,Southwest,Checking,Loyalty program privileges are worthwhile,,1,Phone,Basic,1
ID_XXXX,35.0,Salaried,Associate,9982.92,747.737290412139,West Coast,Joint,Product grade surpassed hopes,52.3,0,Email,Premium,0
nan,,Salaried,Associate,191694.41,757.0012126390048,Midwest,Joint,Highly recommend this service,19.5,0,App,Enterprise,0
nan,50.0,Salaried,Master,155993.74,701.0660653624934,West Coast,Savings,Product standard transcended forecasts,20.9,0,Phone,Basic,0
nan,42.0,Salaried,,96535.7,728.9478205643221,Southwest,Joint,Website navigation needs improvement,26.3,1,Email,Premium,0
nan,28.0,nan,Master,5932.54,723.1689434432662,Midwest,Savings,Billing challenges caused frustration,15.8,0,Text,Basic,0
nan,35.0,Self-Employed,High School,19882.57,712.5914797622885,West Coast,Checking,Loyalty program incentives are advantageous,,1,Text,Basic,1
nan,28.0,Salaried,Associate,166732.87,728.5251639082923,Northeast,Joint,Technical support was unavailable,26.6,0,Email,Basic,0
ID_XXXX,28.0,Salaried,nan,11056.76,,Northeast,Savings,Website user experience needs improvement,17.4,1,App,Premium,1
nan,,Self-Employed,High School,14409.4,773.7475319351963,Northeast,Joint,Delivery was late by 3 days,22.3,0,Email,Basic,0
ID_XXXX,,Self-Employed,High School,66747.93,660.9069661265571,Northeast,Savings,Product caliber transcended predictions,20.0,0,Email,Basic,1
nan,28.0,Salaried,Associate,27238.22,769.270090845347,Southwest,Savings,Product caliber transcended predictions,29.2,1,Email,Premium,1
nan,28.0,nan,Master,21345.72,779.5571686374018,Northeast,Joint,Product caliber outdid anticipations,22.0,1,Text,Basic,0
nan,35.0,Salaried,Associate,72894.46,712.4411163323817,Northeast,Checking,Website UI/UX needs improvement,15.3,0,Phone,Basic,0
nan,42.0,Salaried,Associate,39621.37,745.4223551898888,West Coast,Checking,Excellent customer service experience,25.8,0,App,Basic,0
nan,35.0,Salaried,Bachelor,12875.3,744.7000833651509,Northeast,Savings,Technical support was negligent,34.8,1,Phone,Basic,0
ID_XXXX,35.0,Self-Employed,High School,65059.29,677.501669166285,Northeast,Savings,Technical support was delayed causing inconvenience,44.9,0,Text,Premium,1
nan,35.0,Salaried,Master,41599.9,700.9021856235836,West Coast,Checking,Billing challenges caused frustration,23.8,0,App,Basic,1
nan,50.0,Salaried,High School,112727.31,757.5405119425803,Midwest,Joint,Website design needs improvement,51.1,0,Text,Premium,0
nan,50.0,Salaried,Associate,9216.28,695.2088881584275,Southwest,Joint,Website UI/UX needs improvement,29.3,1,Email,Basic,0
nan,50.0,Freelancer,Bachelor,82381.93,768.7749779631154,Southwest,Checking,Product caliber surpassed hopes,34.5,1,Email,Basic,0
nan,35.0,Salaried,Master,48753.97,785.248622042488,Midwest,Checking,Delivery was pushed back by 3 days,24.6,2,Phone,Basic,1
nan,,Salaried,Master,44283.31,777.1835920990236,West Coast,Checking,Website design needs improvement,37.5,3,Email,Enterprise,0
nan,,Self-Employed,Master,22468.92,818.9902301584729,Midwest,Savings,Billing concerns caused frustration,20.1,2,Text,Enterprise,0
nan,28.0,Salaried,Associate,2626.37,715.4633858854444,Southwest,Checking,Product standard transcended predictions,36.7,0,App,Basic,1
nan,35.0,Self-Employed,High School,159955.73,728.8600536984532,Southwest,Checking,Highly recommend this service without hesitation,71.8,0,Email,Basic,1
nan,42.0,Salaried,,33586.37,,Midwest,Checking,Technical support was ignoring,29.9,0,Email,Basic,0
ID_XXXX,28.0,Salaried,PhD,97142.22,716.9801037504631,Northeast,Checking,Website layout needs improvement,37.4,1,Phone,Basic,1
nan,42.0,Self-Employed,PhD,250631.7,747.1089487050822,Southwest,Joint,Product standard transcended predictions,9.0,0,Phone,Basic,0
nan,42.0,Salaried,nan,70752.89,634.4397985494005,Midwest,Joint,Product excellence surpassed forecasts,67.5,0,Phone,Premium,0
nan,42.0,Salaried,High School,43016.95,730.2452694346259,Northeast,Checking,Loyalty program perks are worthwhile,9.2,1,Email,Basic,1
nan,35.0,Self-Employed,Bachelor,26549.63,651.1281675058552,Northeast,Savings,Technical support was negligent,9.2,1,Email,Premium,1
nan,42.0,nan,Bachelor,231094.96,671.868836119621,West Coast,Savings,Product grade beat anticipations,28.5,0,Phone,Basic,0
nan,,Freelancer,Master,97405.37,756.6444905514957,Midwest,Joint,Loyalty program incentives are useful,66.9,1,Phone,Premium,0
nan,35.0,Unemployed,,93029.53,710.044188077549,Southwest,Savings,Delivery was late by 3 days,24.3,0,Email,Premium,0
nan,50.0,Unemployed,Master,47209.15,754.8807237357903,West Coast,Savings,Billing challenges caused frustration,4.7,1,Email,Premium,0
nan,28.0,nan,Associate,158494.78,708.9611698199435,Southwest,Joint,Return process was confusing,19.7,1,Email,Premium,0
nan,28.0,Freelancer,High School,106302.52,775.3203158195578,Northeast,Checking,Website user experience needs improvement,37.6,0,Email,Premium,0
nan,42.0,Freelancer,High School,28299.48,708.0459647189348,Midwest,Checking,Product caliber surpassed hopes,19.8,0,Text,Premium,0
nan,28.0,Salaried,High School,77795.22,622.2540755218438,Northeast,Joint,Billing difficulties caused frustration,17.2,1,Email,Basic,1
nan,28.0,Salaried,Associate,47809.04,731.2696291005635,Northeast,Checking,Website UI/UX needs improvement,33.7,1,App,Basic,1
nan,28.0,Freelancer,High School,562.02,611.5570077148725,Northeast,Checking,Billing problems caused frustration requiring immediate attention,5.9,1,Email,Enterprise,1
ID_XXXX,42.0,nan,Associate,140105.55,647.3639548733796,Midwest,Joint,Return process was confusing,,0,Phone,Premium,0
nan,50.0,Self-Employed,Bachelor,11139.66,675.8526735500715,West Coast,Joint,Loyalty program advantages are profitable,33.6,1,Phone,Basic,1
nan,35.0,Freelancer,PhD,60626.85,669.6145261114906,Southwest,Joint,Return process was problematic,4.9,1,Phone,Basic,1
nan,50.0,Self-Employed,Master,34834.18,692.7474597791858,Northeast,Savings,Excellent customer service experience,15.7,0,Email,Premium,1
nan,28.0,Self-Employed,High School,35588.28,667.8966088234447,Southwest,Joint,Highly recommend this service,43.5,0,Email,Enterprise,1
ID_XXXX,50.0,Self-Employed,High School,55154.1,649.7023668207164,Southwest,Joint,Highly recommend this service without hesitation,24.1,0,Phone,Basic,1
nan,42.0,Self-Employed,,494434.3,797.0917872420387,West Coast,Joint,Return process was convoluted,14.1,1,Phone,Premium,0
nan,50.0,Salaried,nan,44615.67,686.0927726804052,Midwest,Joint,Product caliber transcended predictions,38.8,0,Email,Basic,0
nan,,Freelancer,Bachelor,17110.12,608.4616173426301,Southwest,Checking,Loyalty program perks are worthwhile,8.2,2,Email,Basic,1
nan,,Unemployed,High School,80826.38,701.9540813495371,West Coast,Joint,Competitive pricing compared to others,10.2,0,Text,Basic,1
ID_XXXX,28.0,Unemployed,Master,22912.95,663.7634470986224,Southwest,Joint,Delivery was pushed back by 3 days,6.5,0,Text,Basic,1
nan,61.0,Salaried,Associate,9481.35,675.7516186353594,Northeast,Savings,Technical support was delayed affecting my schedule,21.8,1,Email,Basic,0
nan,28.0,Unemployed,PhD,4375.52,755.5171240676243,West Coast,Savings,Return process was problematic,40.0,0,App,Basic,0
nan,,Salaried,High School,1967.5,697.5921190607392,Midwest,Checking,Loyalty program incentives are advantageous,18.3,2,Phone,Basic,0
nan,35.0,Salaried,Associate,47953.96,662.3701699391057,Midwest,Joint,Website UI/UX needs improvement,17.8,1,Email,Basic,1
nan,35.0,Freelancer,Bachelor,47293.24,742.3126754978622,Northeast,Joint,Website UI/UX needs improvement,16.6,0,Email,Basic,0
nan,28.0,Salaried,,17445.11,777.4970415304542,Northeast,Joint,Return process was overly complex,21.5,3,Phone,Enterprise,0
ID_XXXX,28.0,Salaried,PhD,130268.03,746.8436081319923,Southwest,Savings,Website design needs improvement,26.4,2,App,Basic,0
nan,50.0,Salaried,Bachelor,11766.05,597.3222214174788,West Coast,Checking,Loyalty program perks are worthwhile,16.6,2,Email,Basic,0
nan,,Freelancer,High School,209851.63,664.2505248801493,West Coast,Savings,Product grade beat anticipations,46.5,0,Phone,Basic,1
ID_XXXX,50.0,Salaried,Associate,75284.78,722.3724265318102,West Coast,Joint,Billing challenges caused frustration,33.0,1,Text,Basic,1
nan,50.0,Freelancer,nan,2380.41,707.7850297367993,West Coast,Savings,Product caliber transcended predictions,7.6,1,App,Basic,1
nan,50.0,Freelancer,Bachelor,280168.31,703.6362423030401,Southwest,Joint,Website user experience needs improvement,49.3,2,Email,Basic,0
nan,35.0,Freelancer,Master,31287.18,670.8621653579582,West Coast,Joint,Competitive pricing compared to others,44.5,1,Phone,Premium,1
nan,28.0,Unemployed,Associate,50812.28,649.720795846128,West Coast,Joint,Delivery was late by 3 days affecting my schedule,20.8,0,Email,Basic,0
nan,28.0,Self-Employed,Bachelor,28428.29,820.389085890651,Midwest,Checking,Loyalty program advantages are worthwhile,13.0,2,Phone,Basic,1
ID_XXXX,35.0,Salaried,Associate,110797.78,721.3555476569456,Midwest,Savings,Billing difficulties caused frustration,34.3,1,Phone,Basic,0
nan,35.0,Salaried,Master,56517.36,752.1060894433709,Southwest,Joint,Product standard transcended predictions,38.0,1,Phone,Basic,0
nan,28.0,Self-Employed,PhD,12069.43,720.3125586791905,Northeast,Joint,Highly recommend this service,,0,Email,Enterprise,1
nan,28.0,Freelancer,Bachelor,9353.61,722.3174349318995,Midwest,Checking,Delivery was late by 3 days,24.4,0,Phone,Basic,1
nan,28.0,Salaried,Associate,109849.77,716.8948300095357,Northeast,Checking,Product grade outdid anticipations,13.2,1,Email,Basic,0
nan,,Salaried,Associate,23001.34,663.9777070462784,Southwest,Joint,Product grade surpassed hopes,8.7,1,Email,Basic,1
nan,28.0,Freelancer,High School,12602.13,644.2755270982876,Midwest,Joint,Delivery was deferred by 3 days,18.0,0,Phone,Premium,0
ID_XXXX,42.0,Freelancer,nan,58820.26,739.3112686872494,Midwest,Joint,Technical support was delayed affecting my schedule,24.4,0,App,Basic,0
nan,42.0,Freelancer,Associate,137985.67,729.3921203635583,Southwest,Joint,Loyalty program privileges are profitable,15.3,3,Phone,Basic,0
nan,42.0,Unemployed,Master,27779.26,766.9140449229853,West Coast,Checking,Competitive pricing compared to others,30.6,1,Email,Premium,0
nan,28.0,Freelancer,Master,27502.62,756.7680413321013,Southwest,Savings,Product caliber transcended predictions,19.5,1,Text,Premium,0
nan,35.0,Freelancer,,152579.46,679.5743903625164,Northeast,Checking,Loyalty program incentives are advantageous,27.9,0,Email,Basic,0
nan,28.0,Self-Employed,nan,13597.76,776.6295654460936,Northeast,Checking,Delivery was late by 3 days,30.9,1,Email,Premium,0
nan,35.0,nan,Bachelor,81515.79,758.2513597577258,West Coast,Savings,Product standard transcended forecasts,18.9,1,Phone,Basic,1
nan,28.0,Self-Employed,PhD,263618.36,754.5420784928667,Southwest,Joint,Delivery was deferred by 3 days,17.1,1,Email,Basic,0
nan,42.0,Salaried,High School,156464.56,832.4663395989404,Southwest,Joint,Loyalty program privileges are profitable,27.6,0,Phone,Premium,1
nan,50.0,Salaried,Bachelor,5423.71,822.1979381254093,West Coast,Savings,Competitive pricing compared to others,22.1,3,Phone,Basic,0
nan,42.0,Freelancer,Master,32770.17,754.4956883277443,Southwest,Checking,Product excellence surpassed forecasts,33.6,2,Phone,Premium,1
nan,42.0,nan,High School,13054.96,,Midwest,Joint,Billing challenges caused frustration,20.3,0,Email,Premium,0
nan,35.0,Salaried,Master,253356.03,774.0827590884841,Southwest,Savings,Competitive pricing compared to others,31.0,3,Email,Enterprise,0
nan,61.0,Salaried,Master,362485.29,690.8023115164814,Midwest,Savings,Highly recommend this service to colleagues,35.0,1,Text,Basic,0
nan,35.0,Unemployed,Master,22768.98,691.5085371204475,Southwest,Savings,Delivery was late by 3 days affecting my schedule,20.6,1,Email,Basic,0
nan,50.0,nan,Associate,94158.84,753.6710703545957,Midwest,Joint,Return process was overly complex,3.5,0,Email,Basic,0
nan,50.0,Salaried,Bachelor,156640.73,677.1761955436214,Northeast,Savings,Product caliber surpassed hopes,23.6,1,Email,Premium,1
nan,42.0,Salaried,,22623.24,749.6384742761628,West Coast,Checking,Technical support was delayed affecting my schedule,42.2,1,Email,Basic,1
nan,35.0,Freelancer,Master,17668.25,727.8416083268095,Northeast,Checking,Loyalty program privileges are profitable,21.5,0,Email,Basic,1
nan,42.0,Salaried,Associate,958.32,677.190494770394,Midwest,Savings,Billing setbacks caused frustration,44.8,0,Email,Premium,1
nan,28.0,Unemployed,Bachelor,45131.98,721.293325514415,West Coast,Savings,Technical support was delayed causing inconvenience,25.4,0,App,Basic,0
nan,28.0,Salaried,Associate,195242.92,785.2540796069209,Northeast,Savings,Product caliber transcended forecasts,13.9,0,App,Basic,0
nan,28.0,Salaried,High School,198290.93,724.1185225326918,Northeast,Checking,Loyalty program incentives are beneficial,39.7,0,Phone,Basic,0
ID_XXXX,28.0,Salaried,High School,11617.06,724.3273823808988,Midwest,Joint,Technical support was unavailable,13.0,0,Phone,Basic,0
nan,42.0,Salaried,High School,19430.92,736.4492639452299,Southwest,Checking,Return process was convoluted,39.8,1,Email,Premium,0
nan,61.0,Salaried,Bachelor,44567.93,742.9594261445804,Southwest,Savings,Delivery was deferred by 3 days,10.6,0,Text,Basic,0
nan,35.0,Salaried,Master,128942.5,703.4579766959404,Midwest,Joint,Loyalty program incentives are advantageous,5.0,2,Email,Basic,0
ID_XXXX,,Freelancer,,80441.22,737.5130523983524,Northeast,Joint,Product caliber surpassed hopes,,1,Email,Premium,0
nan,,Salaried,High School,61305.19,667.5464820204634,Southwest,Savings,Delivery was deferred by 3 days,37.9,1,Email,Basic,1
nan,,nan,Associate,76187.3,680.0464471583056,Southwest,Savings,Excellent customer service experience,45.6,0,Email,Premium,1
nan,61.0,Salaried,Master,8597.48,686.4425445962188,Northeast,Checking,Technical support was negligent,6.7,1,Email,Basic,0
nan,35.0,Freelancer,High School,55202.7,,Midwest,Checking,Return process was problematic,11.6,2,Email,Basic,1
nan,28.0,Salaried,High School,411081.79,728.0116413778138,Midwest,Checking,Billing setbacks caused frustration,9.8,3,App,Premium,1
nan,42.0,Salaried,High School,7871.39,713.2820211378023,Southwest,Savings,Technical support was negligent,27.5,0,Phone,Basic,0
nan,42.0,Self-Employed,Associate,62254.08,754.5384994792644,Midwest,Joint,Delivery was late by 3 days affecting my schedule,19.4,0,Phone,Basic,0
nan,61.0,Self-Employed,High School,29790.7,738.9431041371167,Northeast,Checking,Website navigation needs improvement,29.0,0,Email,Basic,0
nan,,Freelancer,Associate,65988.93,705.5011610008564,Midwest,Savings,Website layout needs improvement,23.2,1,Email,Basic,1
nan,42.0,Freelancer,Master,72495.7,668.2384578590094,West Coast,Joint,Delivery was late by 3 days affecting my schedule,47.9,1,Phone,Basic,1
nan,35.0,Freelancer,Bachelor,73227.64,679.0145599386624,Midwest,Savings,Product grade outdid anticipations,45.8,0,Phone,Basic,0
nan,28.0,Self-Employed,High School,162516.15,646.6595267303554,Midwest,Savings,Return process was convoluted,17.1,0,App,Basic,0
nan,28.0,Unemployed,Bachelor,41980.0,727.0284775075413,Midwest,Savings,Return process was problematic that needs resolution,13.8,0,Email,Basic,0
nan,42.0,Freelancer,Associate,61744.2,676.8930608773164,West Coast,Checking,Website design needs improvement,,0,Email,Enterprise,0
ID_XXXX,42.0,nan,,934.03,695.2338509008065,Northeast,Savings,Loyalty program privileges are profitable,16.1,0,Phone,Basic,0
nan,61.0,Unemployed,High School,132473.35,713.6204659685568,Midwest,Savings,Highly recommend this service without hesitation,18.8,0,App,Premium,1
nan,42.0,Salaried,Master,25535.11,772.1997595665342,Southwest,Savings,Loyalty program advantages are worthwhile,40.0,0,Email,Basic,1
nan,,Salaried,Master,144146.44,766.4395299158409,Midwest,Checking,Highly recommend this service to colleagues,20.6,1,Phone,Premium,1
nan,50.0,Self-Employed,High School,26244.1,717.2645764373012,West Coast,Savings,Product standard transcended forecasts,28.7,1,Email,Basic,1
nan,61.0,Freelancer,nan,922.0,783.2751744700149,West Coast,Savings,Billing challenges caused frustration,7.3,0,Text,Premium,1
nan,28.0,Self-Employed,Associate,14298.62,619.3825745339569,Southwest,Checking,Highly recommend this service without hesitation,,1,Phone,Premium,0
nan,61.0,Freelancer,Bachelor,360935.57,813.8610274883256,West Coast,Savings,Return process was convoluted,,0,Email,Basic,1
nan,50.0,Salaried,High School,32756.47,754.6249857152293,West Coast,Joint,Product grade surpassed hopes,8.5,1,Phone,Basic,0
nan,28.0,Salaried,High School,9793.12,725.1401642509965,West Coast,Savings,Delivery was pushed back by 3 days,8.6,0,Phone,Premium,1
nan,28.0,Salaried,,10746.03,,Northeast,Savings,Product standard transcended predictions,20.7,0,Email,Premium,0
nan,,Self-Employed,,31582.64,698.0966316934768,West Coast,Checking,Loyalty program incentives are useful,45.2,0,Email,Basic,1
nan,28.0,Freelancer,Associate,3261.61,750.467544778902,Midwest,Checking,Website UI/UX needs improvement,35.9,0,Email,Basic,0
nan,42.0,Salaried,Associate,60893.36,751.6039691765707,Southwest,Checking,Technical support was delayed affecting my schedule,,0,App,Basic,0
nan,35.0,Freelancer,Bachelor,20439.86,753.4196685295393,Midwest,Checking,Return process was problematic,12.1,0,Email,Premium,0
nan,50.0,Salaried,Associate,62265.39,683.575163281677,Midwest,Joint,Billing challenges caused frustration,15.3,0,Email,Basic,0
nan,61.0,Salaried,High School,12895.51,673.5076143492395,Southwest,Savings,Technical support was delayed causing inconvenience,62.1,0,Email,Basic,1
nan,35.0,Freelancer,Bachelor,47758.82,729.7602622176253,Northeast,Savings,Product standard transcended predictions,56.8,2,Phone,Basic,1
nan,42.0,Salaried,Associate,77443.19,758.4926978885736,Northeast,Joint,Loyalty program incentives are advantageous,11.2,0,Email,Premium,0
nan,,Freelancer,Associate,5440.45,720.1592424752429,West Coast,Checking,Highly recommend this service without hesitation,17.5,1,Text,Premium,0
nan,50.0,Unemployed,High School,43243.18,794.0742123442584,Northeast,Savings,Highly recommend this service to colleagues,18.5,1,Email,Basic,0
nan,61.0,Unemployed,,30624.39,721.6568731095056,Northeast,Joint,Delivery was postponed by 3 days,11.2,1,Email,Basic,0
nan,42.0,Salaried,High School,23367.38,719.9645678083507,West Coast,Savings,Loyalty program privileges are profitable,21.7,0,Email,Basic,0
nan,35.0,Self-Employed,nan,78853.82,753.5279995596335,Northeast,Joint,Technical support was unavailable,18.2,1,Email,Basic,1
nan,42.0,Freelancer,Associate,75484.11,780.961506879602,Northeast,Joint,Loyalty program incentives are useful,58.8,0,Email,Premium,0
nan,50.0,Freelancer,High School,84672.36,652.5372370097728,West Coast,Savings,Return process was convoluted,46.1,2,App,Basic,0
nan,28.0,Freelancer,High School,14707.05,664.09941459822,Midwest,Checking,Billing challenges caused frustration,5.6,0,Phone,Basic,0
nan,35.0,Salaried,High School,28599.54,704.3369281127981,Midwest,Checking,Competitive pricing compared to others,15.5,0,Text,Basic,0
nan,28.0,Salaried,Bachelor,20001.84,877.9470892294332,Southwest,Joint,Highly recommend this service,41.5,0,Email,Basic,0
nan,42.0,Self-Employed,High School,66098.06,706.9265718729534,Northeast,Checking,Product caliber surpassed hopes,24.9,1,Phone,Basic,1
nan,61.0,Freelancer,Associate,52543.73,713.9108528494716,West Coast,Savings,Product grade surpassed hopes,22.4,0,Phone,Premium,0
nan,28.0,Salaried,Associate,34077.87,750.9175964903959,West Coast,Joint,Delivery was postponed by 3 days,23.8,3,Email,Premium,0
nan,50.0,Salaried,Master,131057.12,768.8464451406737,Northeast,Savings,Product excellence surpassed forecasts,13.1,0,Phone,Basic,0
nan,,Freelancer,Associate,8388.39,728.4892558227378,Northeast,Savings,Technical support was negligent,29.4,2,Text,Basic,0
nan,35.0,Salaried,Associate,313204.22,778.2173747520128,West Coast,Checking,Technical support was delayed affecting my schedule,26.3,1,Email,Basic,0
nan,50.0,Salaried,Master,10532.68,660.301440848704,West Coast,Savings,Loyalty program advantages are profitable,6.0,0,Email,Premium,1
nan,,Salaried,Associate,126064.97,681.6955787628638,West Coast,Joint,Website design needs improvement,12.8,0,Text,Enterprise,1
nan,,Salaried,Master,39034.56,778.124347528982,Southwest,Joint,Technical support was ignoring,15.2,0,Email,Basic,0
nan,35.0,Self-Employed,Bachelor,170376.11,720.5471557391737,Midwest,Savings,Loyalty program incentives are useful,21.2,0,Phone,Enterprise,0
nan,28.0,Salaried,Associate,6550.49,656.8774697495668,West Coast,Savings,Loyalty program advantages are worthwhile,46.0,0,Email,Basic,0
nan,28.0,Salaried,Bachelor,39912.47,653.8731034191396,Midwest,Joint,Return process was difficult,33.0,0,Phone,Basic,0
nan,50.0,Salaried,nan,34734.0,,Northeast,Checking,Website layout needs improvement,34.6,0,Phone,Premium,1
nan,50.0,Salaried,Bachelor,423685.44,720.1062771078958,Midwest,Checking,Website design needs improvement,67.5,1,Phone,Basic,1
nan,50.0,Freelancer,nan,360144.26,743.3689784863394,Midwest,Checking,Return process was convoluted,4.8,2,App,Basic,0
nan,35.0,Salaried,,17890.72,703.5470000027931,Midwest,Savings,Website UI/UX needs improvement,35.5,0,Email,Basic,0
nan,28.0,Self-Employed,Associate,84499.26,739.249959461976,Northeast,Savings,Delivery was held up by 3 days,15.1,0,Text,Basic,0
ID_XXXX,42.0,Salaried,nan,65181.02,698.1466756653192,Midwest,Joint,Technical support was delayed causing inconvenience,22.6,0,Email,Basic,1
nan,42.0,Salaried,Associate,14252.59,781.1960100808459,Midwest,Joint,Highly recommend this service,46.4,0,Phone,Premium,1
ID_XXXX,50.0,Salaried,nan,15610.94,847.5920047286178,Southwest,Joint,Billing concerns caused frustration,9.8,0,Email,Premium,0
ID_XXXX,42.0,Salaried,High School,385305.88,,Northeast,Joint,Return process was difficult,67.9,0,Email,Enterprise,0
nan,35.0,Freelancer,nan,51239.1,743.9966405399473,Midwest,Checking,Technical support was unavailable,,1,Phone,Basic,1
nan,35.0,Self-Employed,Associate,11428.04,,Northeast,Savings,Technical support was ignoring,1.3,1,Email,Basic,0
nan,35.0,Unemployed,High School,20553.35,726.9347713129963,West Coast,Savings,Loyalty program perks are worthwhile,14.9,1,Email,Enterprise,0
nan,35.0,Salaried,PhD,26558.28,752.6625472670646,Midwest,Checking,Product caliber transcended predictions,43.3,1,Email,Premium,0
nan,28.0,Salaried,High School,60794.01,743.9410594489914,Northeast,Joint,Highly recommend this service to colleagues,74.7,1,Phone,Basic,1
ID_XXXX,35.0,Salaried,High School,34747.39,696.4473214807552,Midwest,Joint,Product grade outdid anticipations,6.2,0,Phone,Basic,0
nan,28.0,Freelancer,,51594.24,785.8272886311344,Midwest,Savings,Website navigation needs improvement,48.1,0,App,Basic,0
nan,28.0,Salaried,Bachelor,15480.29,730.0833123743388,West Coast,Joint,Technical support was delayed affecting my schedule,31.6,1,Text,Enterprise,1
nan,50.0,Self-Employed,nan,33626.59,700.7599790084819,Southwest,Savings,Loyalty program incentives are beneficial,23.6,1,Phone,Basic,0
nan,35.0,Salaried,High School,6197.45,842.1601261923701,Northeast,Checking,Technical support was delayed causing inconvenience,57.0,0,Email,Basic,0
nan,50.0,Salaried,,187394.78,714.18933114222,Midwest,Savings,Highly recommend this service,22.0,1,Email,Premium,0
nan,50.0,nan,High School,18834.76,732.7471920711874,West Coast,Checking,Billing setbacks caused frustration,18.0,1,Email,Enterprise,0
nan,42.0,Self-Employed,Master,120214.05,728.7720172290168,West Coast,Joint,Return process was problematic that needs resolution,3.9,0,Email,Basic,1
nan,,Freelancer,High School,36557.96,713.5052694524396,Southwest,Savings,Billing setbacks caused frustration,42.6,2,App,Enterprise,0
nan,28.0,Freelancer,,54672.83,742.4332352522008,Southwest,Joint,Return process was confusing,12.2,1,Text,Basic,0
nan,50.0,Self-Employed,High School,29262.78,677.7500045454187,West Coast,Joint,Loyalty program privileges are worthwhile,26.5,1,Email,Premium,0
